"","seed","auth_type","model_type","(Intercept)","fieldNeuro","fieldNeurology","gendermale","affil_lmicTrue","document_typeReview"
"65",11,"la","count",0.745926919489568,0.177838073261691,-0.0224066499276814,-0.0286187973465624,-0.231350448866074,-0.144655912859838
"66",11,"la","papers",3.7220912900932,-0.120733724708828,0.0703732737925791,0.246179227181837,0.0102585592833236,0.000794576452602913
"67",12,"fa","rate",-3.62681190414334,0.0957728451118712,-0.155629498334076,-0.0162414746139739,-0.137061875267929,-0.0571458067301834
"68",12,"fa","count",0.0546425475831185,0.138488667281775,-0.111219128321945,-0.00414971482489839,-0.115817537641851,-0.0421062273608831
"69",12,"fa","papers",2.29543423505858,-0.191219276025247,0.0255877029739113,0.245225920006557,0.0650363212000416,0.154092161787873
"70",12,"la","rate",-2.91696086868482,0.175331000249384,-0.0636680620143099,-0.0487890558736659,-0.257158494407328,-0.170858166840021
"71",12,"la","count",0.761095511660834,0.178725629679018,-0.0273810532575665,-0.0424614888622656,-0.238922942598643,-0.159008510375223
"72",12,"la","papers",3.72812973362399,-0.116257101066494,0.0680742439967087,0.245009222644693,0.00544458382755038,-0.0118603944453167
"73",13,"fa","rate",-3.6273592554923,0.0965340292021209,-0.140165491761306,-0.0220107624037804,-0.142305086100773,-0.0715184436757497
"74",13,"fa","count",0.0565895361805161,0.13709692900722,-0.0997366983811443,-0.0120063326664475,-0.129148169341475,-0.0566046487105728
"75",13,"fa","papers",2.30162944226116,-0.201882325889372,0.0203644609931333,0.242741637990916,0.070934226064484,0.150669124372833
"76",13,"la","rate",-2.92042429728105,0.176798210425398,-0.0555827230136813,-0.045970031781489,-0.238232392549284,-0.17164359070904
"77",13,"la","count",0.751615586672979,0.18069694137146,-0.0176721453603385,-0.0315156605118297,-0.23896397346204,-0.158107195564185
"78",13,"la","papers",3.72476866008303,-0.125160553356091,0.0707596429261173,0.24859839189662,0.0118142577878448,-0.0127410235442431
"79",14,"fa","rate",-3.62996374795827,0.0994190575151171,-0.151491136531288,-0.0210620192991535,-0.120867773574877,-0.0590429317830529
"80",14,"fa","count",0.0523291473193453,0.140373052482191,-0.109873254684164,-0.00975863183609224,-0.115978240317956,-0.0403403245995445
"81",14,"fa","papers",2.29886623470172,-0.192991232977384,0.0249033490415695,0.243241949553071,0.0632506864902749,0.152122584330064
"82",14,"la","rate",-2.92297077194476,0.181033665999372,-0.0563817598640358,-0.0429815089379341,-0.258689483601972,-0.168721281075892
"83",14,"la","count",0.74986438879111,0.17997447472951,-0.0207606908835493,-0.027301939916596,-0.25866540050368,-0.157546107746127
"84",14,"la","papers",3.72140945425791,-0.124374292555805,0.0660624443393172,0.252280677906789,0.00863910793301235,3.29972629221358e-05
"85",15,"fa","rate",-3.62476332414948,0.0996059119182265,-0.154632706730498,-0.0261636590549791,-0.131303996066789,-0.0579560631582396
"86",15,"fa","count",0.0563512100119254,0.139641343381677,-0.111362754017987,-0.0118987888615649,-0.111661861496465,-0.0486690208187263
"87",15,"fa","papers",2.29879486299744,-0.195678742542901,0.0214098498598116,0.248393615742531,0.0644501257162018,0.151268686384823
"88",15,"la","rate",-2.92104127528509,0.183024689867589,-0.0585176808557026,-0.0455122279017036,-0.242332195751622,-0.169392238802073
"89",15,"la","count",0.74820716822956,0.18631617254484,-0.0143489277939139,-0.034385274961421,-0.236200134743961,-0.152451090006842
"90",15,"la","papers",3.71935564270644,-0.114117247350722,0.0724969901867342,0.250173867189074,0.00218397182582877,-0.00906979670683051
"91",16,"fa","rate",-3.62056368347851,0.0989334693885034,-0.149277743250326,-0.0167862879946187,-0.155743440669648,-0.0786583881121998
"92",16,"fa","count",0.0587911873524067,0.144292566428613,-0.101417981161802,-0.00753010784034884,-0.143467986942914,-0.0613888801755166
"93",16,"fa","papers",2.29779767226608,-0.195506490581084,0.0255897583123422,0.242869131308457,0.0688760635218932,0.15553486721318
"94",16,"la","rate",-2.91399722179422,0.186585502930107,-0.0616396015660892,-0.0527304196194686,-0.2438464525522,-0.157582543747813
"95",16,"la","count",0.755249937068253,0.189266588584833,-0.0198780642076887,-0.0399706864964115,-0.241850342664143,-0.144833995778954
"96",16,"la","papers",3.71803248361202,-0.113532651310506,0.0695009520763595,0.251362271255877,-0.00412977867817526,-0.00772902856747791
"97",17,"fa","rate",-3.62803866755023,0.101169151191406,-0.157322416797928,-0.0210394699910759,-0.145107850918738,-0.0618235921884984
"98",17,"fa","count",0.0535026895474931,0.139028232043997,-0.114077232117787,-0.00701079885024132,-0.129971490927882,-0.0446857592481339
"99",17,"fa","papers",2.29650116863705,-0.199379177580281,0.0203904689721263,0.248500449498293,0.0728861026482479,0.152497910829281
"100",17,"la","rate",-2.92820952861792,0.177721336111122,-0.0645708108521537,-0.0378214552004777,-0.234462993621325,-0.163755042779548
"101",17,"la","count",0.747034559844496,0.17935789452412,-0.022366605144805,-0.0260874473175638,-0.240616698178876,-0.154800417850618
"102",17,"la","papers",3.71876067043859,-0.113330542576559,0.0683859874746599,0.251113023149066,0.0107983671413957,-0.00354080614779825
"103",18,"fa","rate",-3.62367271959604,0.0981461004052643,-0.159267960905869,-0.0207112574765438,-0.125572204400069,-0.0657612411763084
"104",18,"fa","count",0.0593590071436099,0.138517671000332,-0.117278151664556,-0.00976859652774065,-0.116469922847797,-0.0545601419216593
"105",18,"fa","papers",2.30023543956071,-0.197351914777914,0.0280389707489583,0.240952679306297,0.0600867493157939,0.154221130678448
"106",18,"la","rate",-2.91932293866883,0.190190503162686,-0.0593566471482215,-0.0456026174797551,-0.253762056225892,-0.171109835746989
"107",18,"la","count",0.752168597438109,0.192441125696023,-0.017673194984859,-0.0322336097523248,-0.256137013849538,-0.161742876246624
"108",18,"la","papers",3.7183355332895,-0.119325548330383,0.0729833795673464,0.250681692263341,0.0118412888125168,-0.00827764684583518
"109",19,"fa","rate",-3.62020565662157,0.0926018347889673,-0.159302985396455,-0.0219037079622631,-0.130398713902101,-0.0634271289469844
"110",19,"fa","count",0.0602415553620267,0.136194534135863,-0.116834151038624,-0.00842907128748571,-0.120559940081982,-0.0481941107511356
"111",19,"fa","papers",2.29746598687022,-0.184607501952033,0.0221865095304205,0.240176529667258,0.0614861418056842,0.14632414029184
"112",19,"la","rate",-2.93356468390616,0.184346664105442,-0.0522549714623745,-0.0370873398648849,-0.253860897856961,-0.143796644665715
"113",19,"la","count",0.741267695732015,0.18609503246114,-0.0105098470361901,-0.0285437962726139,-0.239223353450654,-0.139263806286109
"114",19,"la","papers",3.72157473820476,-0.121074428748954,0.065494737798922,0.250848851728412,0.0020836564279666,-0.012634216798943
"115",20,"fa","rate",-3.62690416479744,0.0988198566348746,-0.152674541212554,-0.0248944618968275,-0.126024430331366,-0.0555355815656326
"116",20,"fa","count",0.0540225370512497,0.135384765663423,-0.113900140892005,-0.00759173248138482,-0.113418876013215,-0.0344591465911721
"117",20,"fa","papers",2.29619208444615,-0.186297020199608,0.0135415167094055,0.243871407046143,0.0751712678197912,0.150352937248201
"118",20,"la","rate",-2.92334701535704,0.185133270751099,-0.0492251984962599,-0.0514933543070748,-0.240396891606547,-0.162446589468833
"119",20,"la","count",0.747921560561612,0.189967929035091,-0.00954722455483719,-0.035885318072196,-0.229281377629708,-0.159601483908554
"120",20,"la","papers",3.71565293186081,-0.116292894614125,0.070774148785881,0.256110557264221,0.0128284182021634,-0.0110892413896787
"121",21,"fa","rate",-3.62893111776479,0.0962208478510025,-0.154756327676341,-0.0196741100013176,-0.130583638880362,-0.0602970165005717
"122",21,"fa","count",0.0547084172309855,0.137522934415183,-0.107595542156103,-0.00758761133998015,-0.124945306181298,-0.0493677330283271
"123",21,"fa","papers",2.29776132025246,-0.189460194363413,0.012103277361906,0.246035337693485,0.0643488538290605,0.155069944284705
"124",21,"la","rate",-2.92312908890077,0.187895879214627,-0.0648948386273615,-0.0520310687050719,-0.248106842737727,-0.134589960712801
"125",21,"la","count",0.750643271732824,0.185077637109187,-0.0268724633239402,-0.0399299247368523,-0.243774056810842,-0.118421034826958
"126",21,"la","papers",3.71975513388649,-0.115301972448046,0.0653455289455969,0.25006190117604,0.00796247186124064,0.00259920854652043
"127",22,"fa","rate",-3.62903429303218,0.105306359507816,-0.153415323703375,-0.0207001896891299,-0.144685285306344,-0.0634123418182227
"128",22,"fa","count",0.0535391604117298,0.143240326945042,-0.112868765019864,-0.0075735159567569,-0.134825835242343,-0.0546261098098754
"129",22,"fa","papers",2.29884496625871,-0.191686042427405,0.024081674479608,0.247038380147964,0.0664544863851893,0.147317161291158
"130",22,"la","rate",-2.92957247103702,0.182534741140027,-0.0556228130363783,-0.0441440157002749,-0.245148616350511,-0.166582844482928
"131",22,"la","count",0.746278023952824,0.182502242381288,-0.015338933364611,-0.0351022007943758,-0.230524652867988,-0.149028069516449
"132",22,"la","papers",3.71811683662625,-0.111682348031074,0.0663121482197818,0.254371148918751,0.000304730640367624,-0.0154925323612615
"133",23,"fa","rate",-3.62252878927508,0.0878622188530052,-0.153095686628834,-0.025015920286753,-0.137884110081859,-0.0574247847247366
"134",23,"fa","count",0.0563069525162129,0.129331130389717,-0.105187855550213,-0.0101536269441279,-0.116766907758002,-0.047310440792018
"135",23,"fa","papers",2.29885957558733,-0.18509404153466,0.0222801212367905,0.240802758533805,0.0677919658136498,0.142808170660994
"136",23,"la","rate",-2.92482065878758,0.184527405994008,-0.0612205798704268,-0.0452086683010701,-0.242714364148926,-0.156936038200655
"137",23,"la","count",0.743781668715726,0.183950557488235,-0.0174235137812156,-0.0308177839639385,-0.226826439641442,-0.144442329976244
"138",23,"la","papers",3.71813816285714,-0.112712833726906,0.0698126514990653,0.249224439060715,0.00120058741330657,-0.00756897654906865
"139",24,"fa","rate",-3.62943250193955,0.10863150560633,-0.149105031160453,-0.0259021814869461,-0.137275627230288,-0.0678530732190376
"140",24,"fa","count",0.0507348304104883,0.147590160915808,-0.107032768797345,-0.0130728753959581,-0.121053137361323,-0.0532201539066783
"141",24,"fa","papers",2.29533281104026,-0.196857139337803,0.0265664591777112,0.24320518638185,0.0693448554554959,0.155696664866457
"142",24,"la","rate",-2.92654039848525,0.182946978173762,-0.0631614279143493,-0.0420220017394958,-0.247044879790988,-0.165695795659327
"143",24,"la","count",0.743015588178244,0.188291150065222,-0.0231405224149273,-0.0276000949365887,-0.255018794763219,-0.146879909070827
"144",24,"la","papers",3.718133171987,-0.113207888514389,0.0703731767813228,0.25045936879674,0.0128201936419661,-0.0113245919747896
"145",25,"fa","rate",-3.63053431957781,0.107003042920419,-0.166949224222115,-0.0244193218647541,-0.131169111783462,-0.0515946394741142
"146",25,"fa","count",0.0518032849881049,0.14764328720815,-0.124366181084619,-0.0119333231654912,-0.126435606207603,-0.0313853096253757
"147",25,"fa","papers",2.29361132273903,-0.187795290232314,0.0216127021793528,0.243583512308817,0.0630762268192025,0.156675467153575
"148",25,"la","rate",-2.91711947773534,0.176719834012932,-0.0563732825603222,-0.0491350010929791,-0.255566710540887,-0.155418411591979
"149",25,"la","count",0.754747586420838,0.184446574060345,-0.0154525807911414,-0.0373863332915821,-0.260984882348879,-0.146788748904212
"150",25,"la","papers",3.72215550027925,-0.114873251521232,0.0735711005345177,0.249464422643001,0.0031898557093891,-0.0156599144713049
"151",26,"fa","rate",-3.62584767777575,0.107949071642697,-0.154054079095308,-0.0223951146372389,-0.153832845269098,-0.0604444849686189
"152",26,"fa","count",0.0537368241596249,0.149056115233915,-0.112841729099902,-0.00919864057642143,-0.142960348188378,-0.048187147798523
"153",26,"fa","papers",2.2947580046171,-0.185317631952754,0.0263944511245673,0.241570825967498,0.0566299129971979,0.148275341808983
"154",26,"la","rate",-2.91889335264009,0.190996572420321,-0.06744990392769,-0.0461502619094764,-0.235859316717049,-0.174002362236978
"155",26,"la","count",0.746674537468351,0.195043435281185,-0.0231762178269229,-0.0300970712855098,-0.238142784913441,-0.160176026893619
"156",26,"la","papers",3.71515058374841,-0.112445841696653,0.0777534622291781,0.249819397294378,0.000114206624992011,-0.0046505702737275
"157",27,"fa","rate",-3.62778337749943,0.103067618485711,-0.149626496392405,-0.0209097141566945,-0.131933717735028,-0.0566850173725641
"158",27,"fa","count",0.055094907809125,0.14579542775261,-0.103895955794854,-0.0117646439129568,-0.129315288864235,-0.0463998843882701
"159",27,"fa","papers",2.29344376969736,-0.181848737714525,0.0246860533842929,0.246012726721629,0.0640891090653079,0.146989410869837
"160",27,"la","rate",-2.92304214188475,0.192745905864765,-0.0640752995793823,-0.0509767730905329,-0.26127446429848,-0.148537636513006
"161",27,"la","count",0.74258008267839,0.189946993162083,-0.0270656472318725,-0.0285943954765813,-0.246504502112262,-0.137964769574113
"162",27,"la","papers",3.72077405630612,-0.121475593915347,0.0663637604453,0.250997215835759,-0.000120499683266845,0.0027294628221751
"163",28,"fa","rate",-3.62421958935599,0.101933483473702,-0.153398217059135,-0.0288377494741415,-0.13319206861105,-0.0555678889597305
"164",28,"fa","count",0.0534399411433506,0.1479575356371,-0.108735985850497,-0.0149118905910055,-0.122985277929208,-0.04095490634145
"165",28,"fa","papers",2.29583587417811,-0.19167003462815,0.0238979720398532,0.246532719822906,0.0640704679642855,0.151345364229821
"166",28,"la","rate",-2.91836818421683,0.182702440826973,-0.066692374412528,-0.0472621854565331,-0.260865235163081,-0.152320753456648
"167",28,"la","count",0.758229661424229,0.184100710014621,-0.0267690757300413,-0.0399697895572707,-0.250141026470591,-0.140574588210331
"168",28,"la","papers",3.72264030838502,-0.117400661055763,0.0692353183454797,0.252704558729477,0.000833043745439049,-0.011957151132476
"169",29,"fa","rate",-3.6269506893511,0.106397121965863,-0.147023811303794,-0.0313330126410493,-0.149904944898376,-0.0712575617602401
"170",29,"fa","count",0.0520237121668761,0.146885932954998,-0.103465628026936,-0.0173700040748272,-0.130789058752525,-0.0532063746361144
"171",29,"fa","papers",2.29391166298118,-0.181710695061456,0.0236896524317531,0.245129674225983,0.0552153097626978,0.153763364067178
"172",29,"la","rate",-2.92376123544248,0.181383112784921,-0.0543127276767487,-0.0477526079062792,-0.252006073645538,-0.165878803332771
"173",29,"la","count",0.749252567055953,0.188104062076417,-0.0130245837662523,-0.0378543514436387,-0.250289790595067,-0.160440131568027
"174",29,"la","papers",3.71976641828065,-0.115434402434334,0.0677205171976595,0.248098462202451,-0.00106703519126662,-0.00772442451650848
"175",30,"fa","rate",-3.63181534465386,0.104876386149507,-0.158761174525543,-0.018828227810982,-0.132026423091418,-0.0576043938704325
"176",30,"fa","count",0.0491493551194828,0.148333000325739,-0.11720988161989,-0.00380908168621936,-0.124238600362511,-0.050050018300426
"177",30,"fa","papers",2.29677237908236,-0.189576019814892,0.0216092528355069,0.243405844933941,0.0586749153511042,0.150102343668797
"178",30,"la","rate",-2.93402197375523,0.194827038234322,-0.051504481131469,-0.0420572698130626,-0.24551500779553,-0.153885787048445
"179",30,"la","count",0.73515926168119,0.191262272788017,-0.0118554254090468,-0.0232389218097786,-0.228182875620287,-0.154270727092812
"180",30,"la","papers",3.72166214671343,-0.113421073610698,0.067416706503677,0.247404249459509,0.00258424206788461,-0.00559087225456348
"181",31,"fa","rate",-3.63206478872165,0.106230611616239,-0.150045638484487,-0.0215718191266313,-0.125625273958834,-0.0697333336028645
"182",31,"fa","count",0.0489617392744052,0.146145721733606,-0.109149519102259,-0.00676622890429336,-0.109973763757406,-0.0541506179475675
"183",31,"fa","papers",2.29745740792594,-0.192309774947316,0.0235137659566101,0.248196419613706,0.0619406991846863,0.146768298314602
"184",31,"la","rate",-2.91887809709961,0.180001889757564,-0.0660689292740436,-0.0446537518937306,-0.258637226073672,-0.166687858686802
"185",31,"la","count",0.755413222898838,0.180843077297304,-0.0247577404368024,-0.0346636590339806,-0.256210385018449,-0.150447075187791
"186",31,"la","papers",3.72712679453819,-0.124257990261829,0.0662951917813341,0.246574628183784,0.000303968712584241,-0.0118721346440329
"187",32,"fa","rate",-3.62262049455302,0.103936766261039,-0.153519488181788,-0.0241313888771451,-0.137453773996347,-0.0739874825509937
"188",32,"fa","count",0.0545451416366869,0.14746845268744,-0.109024181948956,-0.0083297708269111,-0.116847918851553,-0.0606704941463366
"189",32,"fa","papers",2.30030083828961,-0.196466155995526,0.0282589917842496,0.242351130797682,0.0688992666014182,0.147403252898063
"190",32,"la","rate",-2.92972014017325,0.202714946054921,-0.0544262996545752,-0.0513027853686469,-0.248542852975692,-0.156376877857053
"191",32,"la","count",0.746433283448524,0.199389791937167,-0.0118496841311358,-0.0382899261655917,-0.238209471781093,-0.149193264279222
"192",32,"la","papers",3.72149522710979,-0.114764474397341,0.0724667044894614,0.248814066386403,0.00181021908436616,-0.00957208918986307
"193",33,"fa","rate",-3.62620990192928,0.106616368314048,-0.146049625048422,-0.0222314902385059,-0.140634729877543,-0.0795694238742121
"194",33,"fa","count",0.0547468051011482,0.145063716800126,-0.105852001237053,-0.00883931410825508,-0.124482298218323,-0.0600640967935605
"195",33,"fa","papers",2.29417433942997,-0.187289547672705,0.0302337990543077,0.24576019872511,0.064298243535257,0.144247346823761
"196",33,"la","rate",-2.9348449950166,0.187301336850452,-0.0483058652057327,-0.0439133025705587,-0.246969154467934,-0.139074693028477
"197",33,"la","count",0.737522751043335,0.189700869906433,-0.0154255742027048,-0.0311122962810407,-0.23145982215427,-0.122599973508799
"198",33,"la","papers",3.71491982220929,-0.11931388542921,0.0759270291275487,0.253429839543256,0.00529664723962533,0.00949236342709465
"199",34,"fa","rate",-3.62485649350318,0.101030226753879,-0.157872493277678,-0.0233191109765571,-0.14038433156696,-0.0703428547823413
"200",34,"fa","count",0.0547051525796861,0.143531689217732,-0.114502709430951,-0.0105580840730417,-0.11848210678639,-0.0475187330854604
"201",34,"fa","papers",2.29668181926696,-0.188761066602347,0.0276087691010316,0.242956973077466,0.0654020108872202,0.145388623979886
"202",34,"la","rate",-2.93199179197676,0.185036469982625,-0.0482198144429372,-0.0445632955608765,-0.245271207637088,-0.156711533644715
"203",34,"la","count",0.740508463402933,0.183518268602896,-0.0137727219503322,-0.0310947226951773,-0.238863247315251,-0.1416108886188
"204",34,"la","papers",3.71153763967909,-0.109397690097453,0.0809269172920721,0.251157283279546,-0.0111687920098548,0.00285367618896836
"205",35,"fa","rate",-3.6281600566758,0.0974806335949649,-0.146037673226213,-0.0239708725517009,-0.1271579431875,-0.0626779701292897
"206",35,"fa","count",0.0578138841411664,0.137251307443406,-0.109372304632431,-0.00891872384865428,-0.129694781116359,-0.0472176170433331
"207",35,"fa","papers",2.29320729362426,-0.194334292168505,0.0303136018801109,0.247137926435145,0.0719941452335282,0.153284776033048
"208",35,"la","rate",-2.92013577151557,0.184772691133236,-0.0564912211260696,-0.0496613195287566,-0.252167241757056,-0.162151844651229
"209",35,"la","count",0.753570796288987,0.182058311208728,-0.0120692881562405,-0.0374189052583465,-0.247146245229582,-0.154292060967401
"210",35,"la","papers",3.7192189781023,-0.121875891935119,0.0750879929695469,0.250426076770809,0.0124571563688569,-0.00121004923130075
"211",36,"fa","rate",-3.61970747984859,0.0942765166659991,-0.164330797020846,-0.028631956261392,-0.120052623273831,-0.0881518520872024
"212",36,"fa","count",0.062541789797873,0.137038473633918,-0.123654082813621,-0.0151154582009298,-0.114994345287799,-0.0697092539973433
